Question,Answer,Source,Metadata,SuggestedQuestions,IsContextOnly,Prompts,QnaId
Accounting and finance Skills for your CV,Accounting and finance Skills for your CV,Editorial,,[],FALSE,,5663
Accounting and finance Further study,Accounting and finance Further study,Editorial,,[],FALSE,,5664
Accounting and finance What do accounting and finance graduates do?,Accounting and finance What do accounting and finance graduates do?,Editorial,,[],FALSE,,5665
Aerospace engineering,Aerospace engineering,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""5667"", ""DisplayText"": ""Job options""},{""DisplayOrder"": ""1"", ""QnaId"": ""5668"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""2"", ""QnaId"": ""5669"", ""DisplayText"": ""Typical employers""},{""DisplayOrder"": ""3"", ""QnaId"": ""5670"", ""DisplayText"": ""Skills for your CV""},{""DisplayOrder"": ""4"", ""QnaId"": ""5671"", ""DisplayText"": ""Further study""},{""DisplayOrder"": ""5"", ""QnaId"": ""5672"", ""DisplayText"": ""What do aerospace engineering graduates do?""}]",5666
Aerospace engineering Job options,Aerospace engineering Job options,Editorial,,[],FALSE,,5667
Aerospace engineering Work experience,Aerospace engineering Work experience,Editorial,,[],FALSE,,5668
Aerospace engineering Typical employers,Aerospace engineering Typical employers,Editorial,,[],FALSE,,5669
Aerospace engineering Skills for your CV,Aerospace engineering Skills for your CV,Editorial,,[],FALSE,,5670
Aerospace engineering Further study,Aerospace engineering Further study,Editorial,,[],FALSE,,5671
Aerospace engineering What do aerospace engineering graduates do?,Aerospace engineering What do aerospace engineering graduates do?,Editorial,,[],FALSE,,5672
Agriculture,Agriculture,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""5674"", ""DisplayText"": ""Job options""},{""DisplayOrder"": ""1"", ""QnaId"": ""5675"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""2"", ""QnaId"": ""5676"", ""DisplayText"": ""Typical employers""},{""DisplayOrder"": ""3"", ""QnaId"": ""5677"", ""DisplayText"": ""Skills for your CV""},{""DisplayOrder"": ""4"", ""QnaId"": ""5678"", ""DisplayText"": ""Further study""},{""DisplayOrder"": ""5"", ""QnaId"": ""5679"", ""DisplayText"": ""What do agriculture graduates do?""}]",5673
Agriculture Job options,Agriculture Job options,Editorial,,[],FALSE,,5674
Agriculture Work experience,Agriculture Work experience,Editorial,,[],FALSE,,5675
Agriculture Typical employers,Agriculture Typical employers,Editorial,,[],FALSE,,5676
Agriculture Skills for your CV,Agriculture Skills for your CV,Editorial,,[],FALSE,,5677
Agriculture Further study,Agriculture Further study,Editorial,,[],FALSE,,5678
Agriculture What do agriculture graduates do?,Agriculture What do agriculture graduates do?,Editorial,,[],FALSE,,5679
American studies,American studies,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""5681"", ""DisplayText"": ""Job options""},{""DisplayOrder"": ""1"", ""QnaId"": ""5682"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""2"", ""QnaId"": ""5683"", ""DisplayText"": ""Typical employers""},{""DisplayOrder"": ""3"", ""QnaId"": ""5684"", ""DisplayText"": ""Skills for your CV""},{""DisplayOrder"": ""4"", ""QnaId"": ""5685"", ""DisplayText"": ""Further study""},{""DisplayOrder"": ""5"", ""QnaId"": ""5686"", ""DisplayText"": ""What do American studies graduates do?""}]",5680
American studies Job options,American studies Job options,Editorial,,[],FALSE,,5681
American studies Work experience,American studies Work experience,Editorial,,[],FALSE,,5682
American studies Typical employers,American studies Typical employers,Editorial,,[],FALSE,,5683
American studies Skills for your CV,American studies Skills for your CV,Editorial,,[],FALSE,,5684
American studies Further study,American studies Further study,Editorial,,[],FALSE,,5685
American studies What do American studies graduates do?,American studies What do American studies graduates do?,Editorial,,[],FALSE,,5686
Animal science and management,Animal science and management,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""5688"", ""DisplayText"": ""Job options""},{""DisplayOrder"": ""1"", ""QnaId"": ""5689"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""2"", ""QnaId"": ""5690"", ""DisplayText"": ""Typical employers""},{""DisplayOrder"": ""3"", ""QnaId"": ""5691"", ""DisplayText"": ""Skills for your CV""},{""DisplayOrder"": ""4"", ""QnaId"": ""5692"", ""DisplayText"": ""Further study""},{""DisplayOrder"": ""5"", ""QnaId"": ""5693"", ""DisplayText"": ""What do animal science and management graduates do?""}]",5687
Animal science and management Job options,Animal science and management Job options,Editorial,,[],FALSE,,5688
Animal science and management Work experience,Animal science and management Work experience,Editorial,,[],FALSE,,5689
Animal science and management Typical employers,Animal science and management Typical employers,Editorial,,[],FALSE,,5690
Animal science and management Skills for your CV,Animal science and management Skills for your CV,Editorial,,[],FALSE,,5691
Animal science and management Further study,Animal science and management Further study,Editorial,,[],FALSE,,5692
Animal science and management What do animal science and management graduates do?,Animal science and management What do animal science and management graduates do?,Editorial,,[],FALSE,,5693
Animation,Animation,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""5695"", ""DisplayText"": ""Job options""},{""DisplayOrder"": ""1"", ""QnaId"": ""5696"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""2"", ""QnaId"": ""5697"", ""DisplayText"": ""Typical employers""},{""DisplayOrder"": ""3"", ""QnaId"": ""5698"", ""DisplayText"": ""Skills for your CV""},{""DisplayOrder"": ""4"", ""QnaId"": ""5699"", ""DisplayText"": ""Further study""},{""DisplayOrder"": ""5"", ""QnaId"": ""5700"", ""DisplayText"": ""What do animation graduates do?""}]",5694
Animation Job options,Animation Job options,Editorial,,[],FALSE,,5695
Animation Work experience,Animation Work experience,Editorial,,[],FALSE,,5696
Animation Typical employers,Animation Typical employers,Editorial,,[],FALSE,,5697
Animation Skills for your CV,Animation Skills for your CV,Editorial,,[],FALSE,,5698
Animation Further study,Animation Further study,Editorial,,[],FALSE,,5699
Animation What do animation graduates do?,Animation What do animation graduates do?,Editorial,,[],FALSE,,5700
Anthropology,Anthropology,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""5702"", ""DisplayText"": ""Job options""},{""DisplayOrder"": ""1"", ""QnaId"": ""5703"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""2"", ""QnaId"": ""5704"", ""DisplayText"": ""Typical employers""},{""DisplayOrder"": ""3"", ""QnaId"": ""5705"", ""DisplayText"": ""Skills for your CV""},{""DisplayOrder"": ""4"", ""QnaId"": ""5706"", ""DisplayText"": ""Further study""},{""DisplayOrder"": ""5"", ""QnaId"": ""5707"", ""DisplayText"": ""What do anthropology graduates do?""}]",5701
Anthropology Job options,Anthropology Job options,Editorial,,[],FALSE,,5702
Anthropology Work experience,Anthropology Work experience,Editorial,,[],FALSE,,5703
Anthropology Typical employers,Anthropology Typical employers,Editorial,,[],FALSE,,5704
Anthropology Skills for your CV,Anthropology Skills for your CV,Editorial,,[],FALSE,,5705
Anthropology Further study,Anthropology Further study,Editorial,,[],FALSE,,5706
Anthropology What do anthropology graduates do?,Anthropology What do anthropology graduates do?,Editorial,,[],FALSE,,5707
Archaeology,Archaeology,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""5709"", ""DisplayText"": ""Job options""},{""DisplayOrder"": ""1"", ""QnaId"": ""5710"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""2"", ""QnaId"": ""5711"", ""DisplayText"": ""Typical employers""},{""DisplayOrder"": ""3"", ""QnaId"": ""5712"", ""DisplayText"": ""Skills for your CV""},{""DisplayOrder"": ""4"", ""QnaId"": ""5713"", ""DisplayText"": ""Further study""},{""DisplayOrder"": ""5"", ""QnaId"": ""5714"", ""DisplayText"": ""What do archaeology graduates do?""}]",5708
Archaeology Job options,Archaeology Job options,Editorial,,[],FALSE,,5709
Archaeology Work experience,Archaeology Work experience,Editorial,,[],FALSE,,5710
Archaeology Typical employers,Archaeology Typical employers,Editorial,,[],FALSE,,5711
Archaeology Skills for your CV,Archaeology Skills for your CV,Editorial,,[],FALSE,,5712
Archaeology Further study,Archaeology Further study,Editorial,,[],FALSE,,5713
Archaeology What do archaeology graduates do?,Archaeology What do archaeology graduates do?,Editorial,,[],FALSE,,5714
Architecture,Architecture,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""5716"", ""DisplayText"": ""Job options""},{""DisplayOrder"": ""1"", ""QnaId"": ""5717"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""2"", ""QnaId"": ""5718"", ""DisplayText"": ""Typical employers""},{""DisplayOrder"": ""3"", ""QnaId"": ""5719"", ""DisplayText"": ""Skills for your CV""},{""DisplayOrder"": ""4"", ""QnaId"": ""5720"", ""DisplayText"": ""Further study""},{""DisplayOrder"": ""5"", ""QnaId"": ""5721"", ""DisplayText"": ""What do architecture graduates do?""}]",5715
Architecture Job options,Architecture Job options,Editorial,,[],FALSE,,5716
Architecture Work experience,Architecture Work experience,Editorial,,[],FALSE,,5717
Architecture Typical employers,Architecture Typical employers,Editorial,,[],FALSE,,5718
Architecture Skills for your CV,Architecture Skills for your CV,Editorial,,[],FALSE,,5719
Architecture Further study,Architecture Further study,Editorial,,[],FALSE,,5720
Architecture What do architecture graduates do?,Architecture What do architecture graduates do?,Editorial,,[],FALSE,,5721
Biochemistry,Biochemistry,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""5723"", ""DisplayText"": ""Job options""},{""DisplayOrder"": ""1"", ""QnaId"": ""5724"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""2"", ""QnaId"": ""5725"", ""DisplayText"": ""Typical employers""},{""DisplayOrder"": ""3"", ""QnaId"": ""5726"", ""DisplayText"": ""Skills for your CV""},{""DisplayOrder"": ""4"", ""QnaId"": ""5727"", ""DisplayText"": ""Further study""},{""DisplayOrder"": ""5"", ""QnaId"": ""5728"", ""DisplayText"": ""What do biochemistry graduates do?""}]",5722
Biochemistry Job options,Biochemistry Job options,Editorial,,[],FALSE,,5723
Biochemistry Work experience,Biochemistry Work experience,Editorial,,[],FALSE,,5724
Biochemistry Typical employers,Biochemistry Typical employers,Editorial,,[],FALSE,,5725
Biochemistry Skills for your CV,Biochemistry Skills for your CV,Editorial,,[],FALSE,,5726
Biochemistry Further study,Biochemistry Further study,Editorial,,[],FALSE,,5727
Biochemistry What do biochemistry graduates do?,Biochemistry What do biochemistry graduates do?,Editorial,,[],FALSE,,5728
Biology,Biology,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""5730"", ""DisplayText"": ""Job options""},{""DisplayOrder"": ""1"", ""QnaId"": ""5731"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""2"", ""QnaId"": ""5732"", ""DisplayText"": ""Typical employers""},{""DisplayOrder"": ""3"", ""QnaId"": ""5733"", ""DisplayText"": ""Skills for your CV""},{""DisplayOrder"": ""4"", ""QnaId"": ""5734"", ""DisplayText"": ""Further study""},{""DisplayOrder"": ""5"", ""QnaId"": ""5735"", ""DisplayText"": ""What do biology graduates do?""}]",5729
Biology Job options,Biology Job options,Editorial,,[],FALSE,,5730
Biology Work experience,Biology Work experience,Editorial,,[],FALSE,,5731
Biology Typical employers,Biology Typical employers,Editorial,,[],FALSE,,5732
Biology Skills for your CV,Biology Skills for your CV,Editorial,,[],FALSE,,5733
Biology Further study,Biology Further study,Editorial,,[],FALSE,,5734
Biology What do biology graduates do?,Biology What do biology graduates do?,Editorial,,[],FALSE,,5735
Biomedical sciences,Biomedical sciences,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""5737"", ""DisplayText"": ""Job options""},{""DisplayOrder"": ""1"", ""QnaId"": ""5738"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""2"", ""QnaId"": ""5739"", ""DisplayText"": ""Typical employers""},{""DisplayOrder"": ""3"", ""QnaId"": ""5740"", ""DisplayText"": ""Skills for your CV""},{""DisplayOrder"": ""4"", ""QnaId"": ""5741"", ""DisplayText"": ""Further study""},{""DisplayOrder"": ""5"", ""QnaId"": ""5742"", ""DisplayText"": ""What do biomedical sciences graduates do?""}]",5736
Biomedical sciences Job options,Biomedical sciences Job options,Editorial,,[],FALSE,,5737
Biomedical sciences Work experience,Biomedical sciences Work experience,Editorial,,[],FALSE,,5738
Biomedical sciences Typical employers,Biomedical sciences Typical employers,Editorial,,[],FALSE,,5739
Biomedical sciences Skills for your CV,Biomedical sciences Skills for your CV,Editorial,,[],FALSE,,5740
Biomedical sciences Further study,Biomedical sciences Further study,Editorial,,[],FALSE,,5741
Biomedical sciences What do biomedical sciences graduates do?,Biomedical sciences What do biomedical sciences graduates do?,Editorial,,[],FALSE,,5742
Building and construction management,Building and construction management,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""5744"", ""DisplayText"": ""Job options""},{""DisplayOrder"": ""1"", ""QnaId"": ""5745"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""2"", ""QnaId"": ""5746"", ""DisplayText"": ""Typical employers""},{""DisplayOrder"": ""3"", ""QnaId"": ""5747"", ""DisplayText"": ""Skills for your CV""},{""DisplayOrder"": ""4"", ""QnaId"": ""5748"", ""DisplayText"": ""Further study""},{""DisplayOrder"": ""5"", ""QnaId"": ""5749"", ""DisplayText"": ""What do building and construction management graduates do?""}]",5743
Building and construction management Job options,Building and construction management Job options,Editorial,,[],FALSE,,5744
Building and construction management Work experience,Building and construction management Work experience,Editorial,,[],FALSE,,5745
Building and construction management Typical employers,Building and construction management Typical employers,Editorial,,[],FALSE,,5746
Building and construction management Skills for your CV,Building and construction management Skills for your CV,Editorial,,[],FALSE,,5747
Building and construction management Further study,Building and construction management Further study,Editorial,,[],FALSE,,5748
Building and construction management What do building and construction management graduates do?,Building and construction management What do building and construction management graduates do?,Editorial,,[],FALSE,,5749
Business management,Business management,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""5751"", ""DisplayText"": ""Job options""},{""DisplayOrder"": ""1"", ""QnaId"": ""5752"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""2"", ""QnaId"": ""5753"", ""DisplayText"": ""Typical employers""},{""DisplayOrder"": ""3"", ""QnaId"": ""5754"", ""DisplayText"": ""Skills for your CV""},{""DisplayOrder"": ""4"", ""QnaId"": ""5755"", ""DisplayText"": ""Further study""},{""DisplayOrder"": ""5"", ""QnaId"": ""5756"", ""DisplayText"": ""What do business studies graduates do?""}]",5750
Business management Job options,Business management Job options,Editorial,,[],FALSE,,5751
Business management Work experience,Business management Work experience,Editorial,,[],FALSE,,5752
Business management Typical employers,Business management Typical employers,Editorial,,[],FALSE,,5753
Business management Skills for your CV,Business management Skills for your CV,Editorial,,[],FALSE,,5754
Business management Further study,Business management Further study,Editorial,,[],FALSE,,5755
Business management What do business studies graduates do?,Business management What do business studies graduates do?,Editorial,,[],FALSE,,5756
Chemical engineering,Chemical engineering,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""5758"", ""DisplayText"": ""Job options""},{""DisplayOrder"": ""1"", ""QnaId"": ""5759"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""2"", ""QnaId"": ""5760"", ""DisplayText"": ""Typical employers""},{""DisplayOrder"": ""3"", ""QnaId"": ""5761"", ""DisplayText"": ""Skills for your CV""},{""DisplayOrder"": ""4"", ""QnaId"": ""5762"", ""DisplayText"": ""Further study""},{""DisplayOrder"": ""5"", ""QnaId"": ""5763"", ""DisplayText"": ""What do chemical engineering graduates do?""}]",5757
Chemical engineering Job options,Chemical engineering Job options,Editorial,,[],FALSE,,5758
Chemical engineering Work experience,Chemical engineering Work experience,Editorial,,[],FALSE,,5759
Chemical engineering Typical employers,Chemical engineering Typical employers,Editorial,,[],FALSE,,5760
Chemical engineering Skills for your CV,Chemical engineering Skills for your CV,Editorial,,[],FALSE,,5761
Chemical engineering Further study,Chemical engineering Further study,Editorial,,[],FALSE,,5762
Chemical engineering What do chemical engineering graduates do?,Chemical engineering What do chemical engineering graduates do?,Editorial,,[],FALSE,,5763
Chemistry,Chemistry,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""5765"", ""DisplayText"": ""Job options""},{""DisplayOrder"": ""1"", ""QnaId"": ""5766"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""2"", ""QnaId"": ""5767"", ""DisplayText"": ""Typical employers""},{""DisplayOrder"": ""3"", ""QnaId"": ""5768"", ""DisplayText"": ""Skills for your CV""},{""DisplayOrder"": ""4"", ""QnaId"": ""5769"", ""DisplayText"": ""Further study""},{""DisplayOrder"": ""5"", ""QnaId"": ""5770"", ""DisplayText"": ""What do chemistry graduates do?""}]",5764
Chemistry Job options,Chemistry Job options,Editorial,,[],FALSE,,5765
Chemistry Work experience,Chemistry Work experience,Editorial,,[],FALSE,,5766
Chemistry Typical employers,Chemistry Typical employers,Editorial,,[],FALSE,,5767
Chemistry Skills for your CV,Chemistry Skills for your CV,Editorial,,[],FALSE,,5768
Chemistry Further study,Chemistry Further study,Editorial,,[],FALSE,,5769
Chemistry What do chemistry graduates do?,Chemistry What do chemistry graduates do?,Editorial,,[],FALSE,,5770
Civil engineering,Civil engineering,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""5772"", ""DisplayText"": ""Job options""},{""DisplayOrder"": ""1"", ""QnaId"": ""5773"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""2"", ""QnaId"": ""5774"", ""DisplayText"": ""Typical employers""},{""DisplayOrder"": ""3"", ""QnaId"": ""5775"", ""DisplayText"": ""Skills for your CV""},{""DisplayOrder"": ""4"", ""QnaId"": ""5776"", ""DisplayText"": ""Further study""},{""DisplayOrder"": ""5"", ""QnaId"": ""5777"", ""DisplayText"": ""What do civil engineering graduates do?""}]",5771
Civil engineering Job options,Civil engineering Job options,Editorial,,[],FALSE,,5772
Civil engineering Work experience,Civil engineering Work experience,Editorial,,[],FALSE,,5773
Civil engineering Typical employers,Civil engineering Typical employers,Editorial,,[],FALSE,,5774
Civil engineering Skills for your CV,Civil engineering Skills for your CV,Editorial,,[],FALSE,,5775
Civil engineering Further study,Civil engineering Further study,Editorial,,[],FALSE,,5776
Civil engineering What do civil engineering graduates do?,Civil engineering What do civil engineering graduates do?,Editorial,,[],FALSE,,5777
Classics,Classics,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""5779"", ""DisplayText"": ""Job options""},{""DisplayOrder"": ""1"", ""QnaId"": ""5780"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""2"", ""QnaId"": ""5781"", ""DisplayText"": ""Typical employers""},{""DisplayOrder"": ""3"", ""QnaId"": ""5782"", ""DisplayText"": ""Skills for your CV""},{""DisplayOrder"": ""4"", ""QnaId"": ""5783"", ""DisplayText"": ""Further study""},{""DisplayOrder"": ""5"", ""QnaId"": ""5784"", ""DisplayText"": ""What do classics graduates do?""}]",5778
Classics Job options,Classics Job options,Editorial,,[],FALSE,,5779
Classics Work experience,Classics Work experience,Editorial,,[],FALSE,,5780
Classics Typical employers,Classics Typical employers,Editorial,,[],FALSE,,5781
Classics Skills for your CV,Classics Skills for your CV,Editorial,,[],FALSE,,5782
Classics Further study,Classics Further study,Editorial,,[],FALSE,,5783
Classics What do classics graduates do?,Classics What do classics graduates do?,Editorial,,[],FALSE,,5784
Computer science,Computer science,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""5786"", ""DisplayText"": ""Job options""},{""DisplayOrder"": ""1"", ""QnaId"": ""5787"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""2"", ""QnaId"": ""5788"", ""DisplayText"": ""Typical employers""},{""DisplayOrder"": ""3"", ""QnaId"": ""5789"", ""DisplayText"": ""Skills for your CV""},{""DisplayOrder"": ""4"", ""QnaId"": ""5790"", ""DisplayText"": ""Further study""},{""DisplayOrder"": ""5"", ""QnaId"": ""5791"", ""DisplayText"": ""What do computer science graduates do?""}]",5785
Computer science Job options,Computer science Job options,Editorial,,[],FALSE,,5786
Computer science Work experience,Computer science Work experience,Editorial,,[],FALSE,,5787
Computer science Typical employers,Computer science Typical employers,Editorial,,[],FALSE,,5788
Computer science Skills for your CV,Computer science Skills for your CV,Editorial,,[],FALSE,,5789
Computer science Further study,Computer science Further study,Editorial,,[],FALSE,,5790
Computer science What do computer science graduates do?,Computer science What do computer science graduates do?,Editorial,,[],FALSE,,5791
Creative writing,Creative writing,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""5793"", ""DisplayText"": ""Job options""},{""DisplayOrder"": ""1"", ""QnaId"": ""5794"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""2"", ""QnaId"": ""5795"", ""DisplayText"": ""Typical employers""},{""DisplayOrder"": ""3"", ""QnaId"": ""5796"", ""DisplayText"": ""Skills for your CV""},{""DisplayOrder"": ""4"", ""QnaId"": ""5797"", ""DisplayText"": ""Further study""},{""DisplayOrder"": ""5"", ""QnaId"": ""5798"", ""DisplayText"": ""What do creative writing graduates do?""}]",5792
Creative writing Job options,Creative writing Job options,Editorial,,[],FALSE,,5793
Creative writing Work experience,Creative writing Work experience,Editorial,,[],FALSE,,5794
Creative writing Typical employers,Creative writing Typical employers,Editorial,,[],FALSE,,5795
Creative writing Skills for your CV,Creative writing Skills for your CV,Editorial,,[],FALSE,,5796
Creative writing Further study,Creative writing Further study,Editorial,,[],FALSE,,5797
Creative writing What do creative writing graduates do?,Creative writing What do creative writing graduates do?,Editorial,,[],FALSE,,5798
Criminology,Criminology,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""5800"", ""DisplayText"": ""Job options""},{""DisplayOrder"": ""1"", ""QnaId"": ""5801"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""2"", ""QnaId"": ""5802"", ""DisplayText"": ""Typical employers""},{""DisplayOrder"": ""3"", ""QnaId"": ""5803"", ""DisplayText"": ""Skills for your CV""},{""DisplayOrder"": ""4"", ""QnaId"": ""5804"", ""DisplayText"": ""Further study""},{""DisplayOrder"": ""5"", ""QnaId"": ""5805"", ""DisplayText"": ""What do criminology graduates do?""}]",5799
Criminology Job options,Criminology Job options,Editorial,,[],FALSE,,5800
Criminology Work experience,Criminology Work experience,Editorial,,[],FALSE,,5801
Criminology Typical employers,Criminology Typical employers,Editorial,,[],FALSE,,5802
Criminology Skills for your CV,Criminology Skills for your CV,Editorial,,[],FALSE,,5803
Criminology Further study,Criminology Further study,Editorial,,[],FALSE,,5804
Criminology What do criminology graduates do?,Criminology What do criminology graduates do?,Editorial,,[],FALSE,,5805
Dance,Dance,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""5807"", ""DisplayText"": ""Job options""},{""DisplayOrder"": ""1"", ""QnaId"": ""5808"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""2"", ""QnaId"": ""5809"", ""DisplayText"": ""Typical employers""},{""DisplayOrder"": ""3"", ""QnaId"": ""5810"", ""DisplayText"": ""Skills for your CV""},{""DisplayOrder"": ""4"", ""QnaId"": ""5811"", ""DisplayText"": ""Further study""},{""DisplayOrder"": ""5"", ""QnaId"": ""5812"", ""DisplayText"": ""What do dance graduates do?""}]",5806
Dance Job options,Dance Job options,Editorial,,[],FALSE,,5807
Dance Work experience,Dance Work experience,Editorial,,[],FALSE,,5808
Dance Typical employers,Dance Typical employers,Editorial,,[],FALSE,,5809
Dance Skills for your CV,Dance Skills for your CV,Editorial,,[],FALSE,,5810
Dance Further study,Dance Further study,Editorial,,[],FALSE,,5811
Dance What do dance graduates do?,Dance What do dance graduates do?,Editorial,,[],FALSE,,5812
Dentistry,Dentistry,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""5814"", ""DisplayText"": ""Job options""},{""DisplayOrder"": ""1"", ""QnaId"": ""5815"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""2"", ""QnaId"": ""5816"", ""DisplayText"": ""Typical employers""},{""DisplayOrder"": ""3"", ""QnaId"": ""5817"", ""DisplayText"": ""Skills for your CV""},{""DisplayOrder"": ""4"", ""QnaId"": ""5818"", ""DisplayText"": ""Further study""},{""DisplayOrder"": ""5"", ""QnaId"": ""5819"", ""DisplayText"": ""What do dentistry graduates do?""}]",5813
Dentistry Job options,Dentistry Job options,Editorial,,[],FALSE,,5814
Dentistry Work experience,Dentistry Work experience,Editorial,,[],FALSE,,5815
Dentistry Typical employers,Dentistry Typical employers,Editorial,,[],FALSE,,5816
Dentistry Skills for your CV,Dentistry Skills for your CV,Editorial,,[],FALSE,,5817
Dentistry Further study,Dentistry Further study,Editorial,,[],FALSE,,5818
Dentistry What do dentistry graduates do?,Dentistry What do dentistry graduates do?,Editorial,,[],FALSE,,5819
Drama,Drama,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""5821"", ""DisplayText"": ""Job options""},{""DisplayOrder"": ""1"", ""QnaId"": ""5822"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""2"", ""QnaId"": ""5823"", ""DisplayText"": ""Typical employers""},{""DisplayOrder"": ""3"", ""QnaId"": ""5824"", ""DisplayText"": ""Skills for your CV""},{""DisplayOrder"": ""4"", ""QnaId"": ""5825"", ""DisplayText"": ""Further study""},{""DisplayOrder"": ""5"", ""QnaId"": ""5826"", ""DisplayText"": ""What do drama graduates do?""}]",5820
Drama Job options,Drama Job options,Editorial,,[],FALSE,,5821
Drama Work experience,Drama Work experience,Editorial,,[],FALSE,,5822
Drama Typical employers,Drama Typical employers,Editorial,,[],FALSE,,5823
Drama Skills for your CV,Drama Skills for your CV,Editorial,,[],FALSE,,5824
Drama Further study,Drama Further study,Editorial,,[],FALSE,,5825
Drama What do drama graduates do?,Drama What do drama graduates do?,Editorial,,[],FALSE,,5826
Early childhood studies,Early childhood studies,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""5828"", ""DisplayText"": ""Job options""},{""DisplayOrder"": ""1"", ""QnaId"": ""5829"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""2"", ""QnaId"": ""5830"", ""DisplayText"": ""Typical employers""},{""DisplayOrder"": ""3"", ""QnaId"": ""5831"", ""DisplayText"": ""Skills for your CV""},{""DisplayOrder"": ""4"", ""QnaId"": ""5832"", ""DisplayText"": ""Further study""},{""DisplayOrder"": ""5"", ""QnaId"": ""5833"", ""DisplayText"": ""What do childhood studies graduates do?""}]",5827
Early childhood studies Job options,Early childhood studies Job options,Editorial,,[],FALSE,,5828
Early childhood studies Work experience,Early childhood studies Work experience,Editorial,,[],FALSE,,5829
Early childhood studies Typical employers,Early childhood studies Typical employers,Editorial,,[],FALSE,,5830
Early childhood studies Skills for your CV,Early childhood studies Skills for your CV,Editorial,,[],FALSE,,5831
Early childhood studies Further study,Early childhood studies Further study,Editorial,,[],FALSE,,5832
Early childhood studies What do childhood studies graduates do?,Early childhood studies What do childhood studies graduates do?,Editorial,,[],FALSE,,5833
Economics,Economics,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""5835"", ""DisplayText"": ""Job options""},{""DisplayOrder"": ""1"", ""QnaId"": ""5836"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""2"", ""QnaId"": ""5837"", ""DisplayText"": ""Typical employers""},{""DisplayOrder"": ""3"", ""QnaId"": ""5838"", ""DisplayText"": ""Skills for your CV""},{""DisplayOrder"": ""4"", ""QnaId"": ""5839"", ""DisplayText"": ""Further study""},{""DisplayOrder"": ""5"", ""QnaId"": ""5840"", ""DisplayText"": ""What do economics graduates do?""}]",5834
Economics Job options,Economics Job options,Editorial,,[],FALSE,,5835
